,Gene,ENSEMBL_ID,Brum.HAP1.GTS,Brum.KBM7.GTS,Saba15.KBM7.cs,Saba15.KBM7.fdr,Saba15.K562.cs,Saba15.K562.fdr,Saba15.Jiyoye.cs,Saba15.Jiyoye.fdr,Saba15.Raji.cs,Saba15.Raji.fdr,Saba17.EOL1,Saba17.HEL,Saba17.MOLM13,Saba17.MonoMac1,Saba17.NB4.rep1,Saba17.NB4.rep2,Saba17.OCI.AML2,Saba17.OCI.AML3,Saba17.OCI.AML5,Saba17.P31.FUJ,Saba17.PL21,Saba17.SKM1,Saba17.TF1,Saba17.THP1,Weis16.csa.MW.pvalue,Weis16.csa.avg,Weis16.csi.MW.pvalue,Weis16.csi.avg,inactivating.mutation,deletion,down_reg_hema_cancer,CGC_tier,Tumour.Types.Somatic.,Tumour.Types.Germline.,Role.in.Cancer,Mutation.Types,GeneType,TSgene
496,WBSCR28,ENSG00000175877,0.13,1,0.077,0.298476331,-0.382,0.829969145,0.266,0.670057491,0.12,0.6901211,-0.22,-0.088,-0.234,-0.061,0.061,-0.218,-0.097,-0.314,-0.325,-0.103,0.024,-0.358,-0.121,0.071,0.156813759,-0.013876802,0.852485738,0.021212604,,,,0,NA,NA,NA,NA,NA,0
497,ACTL6B,ENSG00000077080,0.6,0.411764706,-0.143,0.970331761,-0.434,0.795683014,0.393,0.1483421,0.248,0.733049439,-0.117,-0.224,0,-0.2,-0.114,-0.232,0.128,0.145,-0.061,-1.096,-0.178,-0.465,-0.579,0.047,0.717847164,-0.001329155,0.229462827,-0.084222292,,,,0,NA,NA,NA,NA,NA,0
498,AQP1,ENSG00000240583,0.65,0.333333333,0.254,0.236179463,-0.08,0.778635851,0.23,0.70251752,0.131,0.85381535,-0.001,0.12,-0.026,0.12,-0.067,-0.059,0.259,0.052,0.279,0.263,0.032,-0.102,0.321,-0.179,0.792229007,0.002424664,0.645104421,0.011300546,,,,0,NA,NA,NA,NA,NA,0
499,CAV2,ENSG00000105971,0.65,0,0.006,0.750909782,-0.21,0.828981329,-0.476,0.948759632,-0.379,0.981384656,-0.202,-0.208,-0.527,-0.456,-0.166,-0.182,0.001,-0.173,-0.292,-0.374,-0.064,-0.014,-0.483,-1.691,0.106067482,0.013922052,0.154292652,0.025596318,,,,0,NA,NA,NA,NA,NA,0
500,CLEC5A,ENSG00000258227,0.83,0.5,0.337,0.143662983,0.397,0.142603008,0.286,0.364494883,0.273,0.349160055,0.103,0.45,0.234,-0.073,0.16,0.263,0.233,0.012,0.51,-0.066,0.051,0.132,0.237,0.505,0.085342645,-0.02292054,0.483042429,-0.028412724,,,,0,NA,NA,NA,NA,NA,0
501,GATAD1,ENSG00000157259,0.6,0.539855072,0.227,0.132585763,-0.532,0.848271987,0.171,0.709830633,-0.612,0.202632339,-1.178,-0.964,-0.878,-0.052,-0.485,-0.253,-0.895,-0.396,-0.614,0.133,-0.698,0.128,-0.699,0.27,0.927701181,-0.006152468,0.840171631,-0.029474536,,,,0,NA,NA,NA,NA,NA,0
502,GHRHR,ENSG00000106128,0.6,0.5,-0.118,0.980217191,-0.272,0.987637117,0.111,0.941088066,0.048,0.85227575,-0.316,0.155,-0.131,0.007,-0.181,-0.306,0.151,0.102,0.024,-0.046,-0.419,-0.31,-0.09,0.067,0.138458197,0.023044957,0.194539731,0.035303143,,,,0,NA,NA,NA,NA,NA,0
503,GIMAP1,ENSG00000213203,1,0.49137931,0.174,0.720943983,-0.466,0.925398231,0.115,0.751026444,0.234,0.410832367,-0.122,0.066,-0.249,0.053,-0.152,-0.372,0.282,-0.029,-0.026,0.102,-0.161,0.009,0.476,-0.061,0.889130558,-0.013604684,0.975953899,-0.002720857,,,,0,NA,NA,NA,NA,NA,0
504,HOXA6,ENSG00000106006,0.67,0.25,-0.034,0.859045725,-0.206,0.523997519,0.39,0.13097125,0.138,0.488045634,-0.26,0.303,0.454,-0.595,0.1,-0.192,-0.143,0.048,0.214,0.141,-0.378,-0.19,-0.221,-0.063,0.492602899,-0.017669808,0.637807351,0.009011895,,,,0,NA,NA,NA,NA,NA,0
505,IGFBP3,ENSG00000146674,0.67,NA,0.175,0.125540896,0.274,0.363124865,0.087,0.847795714,-0.024,0.912419024,-0.193,0.262,0.151,0.037,0.056,0.074,0.151,-0.103,0.086,0.196,-0.136,0.067,-0.123,-0.071,0.838429438,-0.004646017,0.639472194,-0.009474829,,,,0,NA,NA,NA,NA,protein-coding,1
506,POM121,ENSG00000196313,0.61,0.468085106,0.085,0.664748025,0.31,0.400820409,0.398,0.291033217,-0.182,0.722709994,-0.46,-0.301,-0.045,-0.187,0.477,-0.123,-0.076,0.22,-0.423,0.305,-0.275,0.087,0.197,-0.347,0.121103151,-0.019904138,0.643264447,-0.009806093,,,,0,NA,NA,NA,NA,NA,0
507,PRSS37,ENSG00000165076,1,0,0.303,0.228251161,0.346,0.270285086,0.35,0.218630316,0.373,0.195770082,-0.067,0.468,0.366,0.35,-0.134,0.08,0.161,0.382,0.3,-0.189,-0.297,0.173,-0.042,0.024,0.931662353,0.008234138,0.06606621,-0.026658842,,,,0,NA,NA,NA,NA,NA,0
508,PURB,ENSG00000146676,1,0,-0.011,0.677372713,-0.171,0.83587281,0.077,0.974723378,-0.202,0.80775328,-0.034,-0.166,0.079,-0.284,-0.075,0.019,0.569,-0.117,-0.315,-0.088,-0.312,-0.564,-0.062,-0.368,0.968442714,-0.003859244,0.205997343,-0.030157545,,,,0,NA,NA,NA,NA,NA,0
509,SLC29A4,ENSG00000164638,0.62,0.547169811,0.001,0.814201878,-0.495,0.725098328,-0.031,0.956198974,-0.537,0.508350198,-0.337,-0.073,-0.312,-0.156,-0.653,-0.354,-0.252,-0.575,-0.49,-0.163,-0.539,-0.555,-0.234,-0.387,0.667452337,-0.004463469,0.960398099,-0.014967989,,,,0,NA,NA,NA,NA,NA,0
510,UPK3BL,ENSG00000267368,1,NA,-0.261,0.637615506,-0.517,0.842140397,-0.298,0.697257837,-0.481,0.669751354,-0.804,-0.998,-1.991,-0.707,-0.623,-0.715,-1.093,-1.038,-1.143,-0.833,-0.769,-0.906,-0.729,-0.606,0.181598521,-0.0123964,0.876071268,-0.005866287,,,,0,NA,NA,NA,NA,NA,0
511,ZFAND2A,ENSG00000178381,0.61,0.554455446,0.183,0.432078317,0.049,0.5149662,0.237,0.603442995,-0.083,0.860261567,0.211,0.363,-0.447,0.067,-0.233,0.112,0.294,0.177,0.041,0.461,0.05,0.056,0.042,0.078,0.689345559,-0.033210059,0.543617568,-0.004904624,,,,0,NA,NA,NA,NA,NA,0
512,ACTR3B,ENSG00000133627,0.57,0.539763113,0.071,0.664748025,-0.401,0.97145564,0.152,0.743912119,0.128,0.800737078,0.174,0.388,-0.204,0.348,-0.163,0.068,0.075,-0.01,0.096,0.031,0.045,-0.315,0.592,0.233,0.291296644,0.013189577,0.34486759,0.006784639,,,,0,NA,NA,NA,NA,NA,0
513,AEBP1,ENSG00000106624,0.58,0.5,-0.848,0.123092309,-1.772,0.698818695,-0.481,0.342642178,-0.503,0.44657958,-0.115,-0.104,-0.353,-0.034,-0.766,-0.085,-0.52,-0.251,-0.28,-0.468,-0.649,-0.492,-0.684,0.139,0.699740359,0.011717705,0.33135707,-0.044393718,,,,0,NA,NA,NA,NA,NA,0
514,ARL4A,ENSG00000122644,0.57,0.524390244,-0.319,0.722919901,-0.656,0.682305813,0.058,0.621604806,-0.166,0.740095786,-0.52,-1.031,-0.652,-0.358,-0.574,-0.535,-0.304,0.01,-0.557,-0.268,-0.58,-0.099,-0.766,0.075,0.370910003,0.010974332,0.121830049,-0.015930065,,,,0,NA,NA,NA,NA,NA,0
515,ASIC3,ENSG00000213199,0.57,0.541666667,0.082,0.646437082,-0.44,0.598870817,0.185,0.719752171,-0.252,0.942904466,-0.153,0.263,-0.164,0.173,-0.013,-0.092,-0.079,-0.304,-0.056,-0.183,0.089,0.142,-0.004,0.327,0.674291465,-0.007838715,0.272684053,-0.007870108,,,,0,NA,NA,NA,NA,NA,0
516,FAM185A,ENSG00000222011,0.56,0.531914894,-0.312,0.678560308,-0.226,0.671236874,-0.019,0.977052828,-0.144,0.78280908,-1.216,-0.832,-0.592,-0.728,-0.267,-1.096,-0.53,-0.366,-1.446,-0.681,-0.512,-0.546,-0.946,-0.761,0.933493685,-0.013022249,0.471490468,-0.01565129,,,,0,NA,NA,NA,NA,NA,0
517,GBAS,ENSG00000146729,0.57,0.591623037,-0.127,0.467643228,0.008,0.728309669,-0.041,0.871407402,-0.114,0.811953466,-0.118,0.129,0.265,-0.218,0.035,0.205,0.157,0.299,0.124,-0.14,-0.427,-0.165,0.014,-0.272,0.315672955,-0.006552798,0.813854706,-0.006250434,,,,0,NA,NA,NA,NA,NA,0
518,HOXA11,ENSG00000005073,0.59,0.557755776,-0.248,0.824912096,-0.404,0.697757811,0.17,0.864032585,-0.09,0.978231383,-0.667,-0.431,-1.471,-0.466,-1.018,-0.975,-0.435,-0.298,-0.698,-0.333,-0.265,-0.119,-0.606,0.408,0.529921244,-0.032614672,0.96968371,0.008821357,,,,1,CML,,"oncogene, TSG, fusion",T,NA,0
519,MEST,ENSG00000106484,0.59,0.5,0.32,0.019241782,0.406,0.064839619,0.197,0.433505088,0.165,0.540321176,0.301,0.476,0.414,0.141,0.498,0.256,0.252,0.108,0.257,0.083,0.224,0.182,0.183,0.279,0.098198558,-0.016441881,0.237460563,-0.014266148,,,,0,NA,NA,NA,NA,NA,0
520,NPTX2,ENSG00000106236,0.58,0.5,0.18,0.528577147,0.404,0.108425785,0.034,0.893877506,0.435,0.043115127,0.191,-0.057,0.311,0.134,-0.031,0.196,0.164,-0.271,0.214,0.177,0.344,0.216,0.342,0.609,0.33002075,-0.003371567,0.367792446,-0.089327731,,,,0,NA,NA,NA,NA,NA,0
521,PIK3CG,ENSG00000105851,0.58,0.505941065,-0.432,0.98698454,-0.686,0.11738693,-0.143,0.817182322,0.048,0.525743274,0.003,-0.297,-0.814,-0.567,-0.741,-0.627,-0.53,-1.576,-0.478,-2.039,-0.7,-0.12,-0.541,-1.535,0.829504875,0.000339845,0.829712478,0.00779556,,,,0,NA,NA,NA,NA,NA,0
522,SLC12A9,ENSG00000146828,0.56,0.507042254,-0.416,0.413008618,-1.629,0.024971876,-0.109,0.399169341,-0.102,0.776255152,0.346,-0.515,-0.568,0.134,0.173,-0.171,-0.165,-0.086,-0.3,-0.198,0.025,-0.572,-0.363,-0.181,0.801733773,-0.002121038,0.600236087,-0.008456852,,,,0,NA,NA,NA,NA,NA,0
523,SSMEM1,ENSG00000165120,0.56,0.454545455,0.29,0.121152974,0.144,0.322026437,0.211,0.548902501,0.294,0.075343944,-0.174,0.441,0.475,0.196,0.41,0.248,0.286,0.072,0.314,0.08,0.248,0.095,-0.025,0.116,0.312469035,-0.010625579,0.112043638,-0.015688484,,,,0,NA,NA,NA,NA,NA,0
524,TBL2,ENSG00000106638,0.57,0.572519084,-0.005,0.950061732,-0.373,0.6764523,-0.331,0.593195241,-0.189,0.718825463,-0.596,0.298,0.361,0.148,-0.106,-0.346,-0.181,-0.088,-0.246,-0.075,-0.02,-0.29,-0.217,-0.214,0.214440602,-0.033724325,0.139532367,-0.021011332,,,,0,NA,NA,NA,NA,protein-coding,1
525,TMEM130,ENSG00000166448,0.58,0.5,-0.738,0.817862883,-1.094,0.932161217,-0.645,0.998914283,-0.873,0.741381473,-0.685,-1.153,-1.33,-0.887,-1.002,-0.584,-0.802,-0.966,-1.585,-1.025,-0.529,-0.709,-1.605,-1.086,0.811950078,0.023178599,0.236767423,-0.002268537,,,,0,NA,NA,NA,NA,NA,0
526,VPS37D,ENSG00000176428,0.59,0.571428571,-0.354,0.997806746,-1.126,0.520472329,-0.215,0.952265507,0.023,0.17627348,0.14,-0.388,-0.541,-0.12,0.047,-0.192,-0.098,-0.591,-0.913,-0.555,-0.139,-0.18,-0.448,0.01,0.29818007,0.00574999,0.739341416,-0.001454747,,,,0,NA,NA,NA,NA,NA,0
527,WDR91,ENSG00000105875,0.57,0.51875,0.175,0.375821416,-0.508,0.503117064,0.058,0.175340268,0.262,0.307255226,-0.456,0.195,0.305,-0.402,-0.097,0.076,0.133,-0.236,0.053,-0.169,-0.474,0.141,-0.291,0.197,0.184103191,-0.006331465,0.098005654,-0.024394101,,,,0,NA,NA,NA,NA,NA,0
528,WNT2,ENSG00000105989,0.59,0.5,0.001,0.976389124,-0.011,0.969757031,0.459,0.149662703,0.039,0.905245428,0.051,-0.018,-0.295,0.034,0.018,0.181,-0.217,-0.384,-0.473,-0.125,0.104,-0.088,-0.019,0.038,0.886351357,0.017681423,0.298016747,-0.003969877,,,,0,NA,NA,NA,NA,NA,0
529,ZNF398,ENSG00000197024,0.58,0.540462428,0.012,0.546056766,-0.471,0.252086578,0.17,0.837270476,0.208,0.563941104,-0.174,0.042,-0.568,0.1,0.169,-0.009,-0.024,-0.275,0.26,0.014,0.133,-0.091,0.318,-0.042,0.962002478,0.001245823,0.35537936,-0.034202764,,,,0,NA,NA,NA,NA,NA,0
530,ZNF713,ENSG00000178665,0.57,0.428571429,0.062,0.738833158,-0.403,0.435503574,0.158,0.745260398,0.257,0.256097855,-0.22,-0.415,-0.242,-0.047,0.465,-0.2,0.057,0.045,-0.016,-0.174,-0.078,-0.134,0.161,-0.007,0.631592357,-0.004025152,0.942771269,0.000503168,,,,0,NA,NA,NA,NA,NA,0
531,BRI3,ENSG00000164713,0.55,0.526143791,0.485,0.119472425,0.571,0.150281365,-0.041,0.922160491,-0.26,0.456000256,-0.045,0.055,-0.027,0.43,0.251,0.232,0.16,0.191,-0.059,-0.213,-0.134,-0.364,-0.027,0.367,0.012274616,0.021654205,0.448501601,-0.045819076,,,,0,NA,NA,NA,NA,NA,0
532,CCDC136,ENSG00000128596,0.56,0.538229376,-0.104,0.924327728,-0.324,0.917568465,0.133,0.940321428,-0.326,0.111151373,-0.611,-0.682,-0.718,-0.508,0.142,0.078,-0.149,0.517,-0.574,-0.514,-0.297,-0.037,-1.184,-0.266,0.638070413,-0.008075561,0.105432099,-0.023048141,,,,0,NA,NA,NA,NA,protein-coding,1
533,CLDN4,ENSG00000189143,0.55,0.285714286,-0.097,0.419565287,-0.07,0.900211718,0.199,0.574238861,0.25,0.396938795,-0.092,0.05,0.102,0.061,0.179,0.194,0.228,0.079,-0.152,-0.103,0.092,0.039,-0.103,0.384,0.651109366,0.006112614,0.276136548,0.022405202,,,,0,NA,NA,NA,NA,NA,0
534,FKBP6,ENSG00000077800,0.55,0.5,-0.051,0.614395155,0.01,0.550657367,0.061,0.694385874,0.041,0.837640194,-0.032,0.376,0.265,-0.349,0.104,-0.334,0.079,-0.092,-0.009,0.168,-0.089,-0.013,-0.033,0.014,0.339273304,0.00963607,0.166967836,-0.009210921,,,,0,NA,NA,NA,NA,NA,0
535,REPIN1,ENSG00000214022,0.55,0.599662162,0.035,0.242167661,-0.152,0.143117324,-0.142,0.572100723,-0.011,0.108227364,0.099,-0.339,-0.361,-0.119,-0.064,-0.396,0.08,-0.152,-0.338,-0.431,0.041,0.242,-0.215,0.163,0.00329039,0.025590889,0.096536698,0.021221414,,,,0,NA,NA,NA,NA,NA,0
536,SERPINE1,ENSG00000106366,0.56,0.535947712,0.034,0.74812846,0.232,0.308905148,0.071,0.976373407,0.262,0.634756577,0.583,0.099,-0.298,-0.193,0.13,-0.214,0.187,-0.119,-0.146,-0.112,-0.07,-0.094,-0.216,-0.236,0.718504677,-0.022402572,0.791558376,-0.005334869,,,,0,NA,NA,NA,NA,NA,0
537,TMEM139,ENSG00000178826,0.55,0.545454545,0.079,0.488274295,0.088,0.662446453,0.339,0.085866757,0.435,0.042994495,0.258,0.197,0.112,-0.064,-0.123,0.251,-0.016,-0.123,-0.095,-0.3,-0.205,0.191,0.107,-0.03,0.475754904,-0.002367049,0.623730569,-0.018056989,,,,0,NA,NA,NA,NA,NA,0
538,WDR86,ENSG00000187260,0.56,0.528181818,0.086,0.501130127,-0.546,0.658991461,0.043,0.862916738,-0.527,0.962024176,-0.495,-0.16,-0.465,-0.263,-0.587,-0.672,-0.515,-0.58,-0.394,-0.49,-0.25,-0.258,-0.79,-0.525,0.290214015,-0.017167902,0.129672641,-0.073655486,,,,0,NA,NA,NA,NA,NA,0
539,ZMIZ2,ENSG00000122515,0.56,0.25,-0.023,0.743237802,-0.663,0.066605499,0.137,0.546108009,-0.298,0.35397194,-0.095,-0.287,-0.235,-0.321,0.051,-0.161,-0.3,0.062,-0.509,-0.2,-0.882,-0.264,-0.493,-0.402,0.069449757,0.034692584,0.009300854,-0.019055129,,,,0,NA,NA,NA,NA,NA,0
540,ZYX,ENSG00000159840,0.55,0.502590674,-0.412,0.971348844,-0.957,0.792670843,-0.277,0.937595085,-0.419,0.847554663,-0.38,-1.555,-0.725,-0.154,-0.331,-0.258,-0.698,-0.814,-0.846,-0.765,-0.623,-0.541,-1.529,-0.698,0.743862338,-0.012177704,0.860028966,-0.002570634,,,,0,NA,NA,NA,NA,protein-coding,1
541,ABCF2,ENSG00000033050,0.46,0.507874016,0.19,0.589290737,-0.453,0.514260524,-0.069,0.979291716,-0.324,0.482848393,-1.039,0.174,-1.536,-0.147,-0.708,-0.745,-0.355,-0.169,-0.458,-0.351,-1.039,-0.667,-0.175,-0.498,0.627012091,-0.005953371,0.083677394,-0.024912835,,,,0,NA,NA,NA,NA,NA,0
542,ABHD11,ENSG00000106077,0.35,0.096774194,-2.185,8.37E-05,-1.182,0.026122151,-0.832,0.011796515,-0.081,0.85604425,-2.663,-2.22,-3.929,-1.876,-2.216,-2.175,-1.858,-1.387,-2.774,-0.928,-1.354,-2.312,-2.971,-2.06,0.863709838,-6.62E-05,0.131227674,-0.00947055,,,,0,NA,NA,NA,NA,NA,0
543,ACHE,ENSG00000087085,0.49,0.466019417,-0.189,0.530598105,-0.423,0.557037026,0.119,0.909165165,-0.167,0.678781666,-0.279,-0.547,-0.504,-0.503,-0.357,-0.155,-0.392,-0.289,-0.534,-0.388,-0.64,-0.237,-0.294,-0.598,0.507697187,-0.002984033,0.199318229,0.015077414,,,,0,NA,NA,NA,NA,protein-coding,1
544,ADAM22,ENSG00000008277,0.53,0.498691099,0.085,0.034008831,-0.386,0.706458411,0.261,0.330687936,0.091,0.644483155,-0.302,-0.005,-0.036,-0.085,-0.356,-0.073,0.128,-0.437,0.043,-1.129,-0.128,-0.05,-0.122,0.161,0.517513784,0.003638454,0.423796562,-0.008099928,,,,0,NA,NA,NA,NA,NA,0
545,ADCK2,ENSG00000133597,0.53,0.5,-0.072,0.961483258,-0.474,0.934650347,-0.351,0.870141577,-0.288,0.735846711,-0.799,-0.241,-0.085,0.112,-0.658,-0.329,-0.049,-0.042,-0.486,-0.38,-0.864,-0.106,-0.945,-0.544,0.477934395,-0.004870848,0.587136191,-0.018275059,,,,0,NA,NA,NA,NA,NA,0
546,AGAP3,ENSG00000133612,0.5,0.516256158,0.314,0.150697638,-0.163,0.582313459,-0.035,0.875028338,-0.436,0.498159498,-0.339,0.287,0.223,0.245,-0.143,-0.042,-0.467,0.326,0.037,-0.147,-0.453,-0.234,-0.196,0.193,0.635855201,0.007038903,0.195744486,-0.006456739,,,,0,NA,NA,NA,NA,NA,0
547,AGBL3,ENSG00000146856,0.49,0.477508651,0.362,0.401651955,-0.018,0.894192287,0.256,0.625749576,0.282,0.501156342,-0.128,-0.222,-0.464,-0.275,0.105,-0.253,0.158,-0.417,0.304,-0.033,-0.337,-0.36,0.14,-0.054,0.934226372,0.002491916,0.403666859,-0.020417718,,,,0,NA,NA,NA,NA,NA,0
548,AGFG2,ENSG00000106351,0.49,0.515294118,-0.282,0.876453901,-0.857,0.557118601,0.046,0.723567727,-0.507,0.625870577,-0.263,-0.697,0.139,-0.359,-0.217,0.011,-0.225,0.013,-0.491,-0.738,-0.352,-0.243,-0.967,0.115,0.925139018,0.005664799,0.109438229,-0.045462063,,,,0,NA,NA,NA,NA,NA,0
549,AGR3,ENSG00000173467,0.49,0.5,0.255,0.245258678,0.357,0.155204488,0.253,0.676668511,0.101,0.302245252,-0.242,0.405,0.303,0.072,0.46,0.135,0.383,-0.232,0.524,0.124,0.319,0.307,0.521,0.358,0.471051427,-0.015182132,0.744963488,-0.010240723,,,,0,NA,NA,NA,NA,NA,0
550,AIMP2,ENSG00000106305,0.51,0.543283582,0.413,0.084266059,0.176,0.184180995,0.022,0.85695193,-0.11,0.946041534,0.163,0.558,0.063,0.163,-0.207,-0.085,0.345,0.332,0.168,0.437,0.333,0.184,0.104,-0.053,0.719600996,-0.002736892,0.565470975,0.005003757,,,,0,NA,NA,NA,NA,protein-coding,1
551,AKAP9,ENSG00000127914,0.52,0.479254869,-0.083,0.937152264,-0.114,0.795374167,0.046,0.862495716,-0.47,0.411734949,-0.358,-0.028,-0.166,0.037,0.019,-0.025,0.041,-0.102,-0.41,-0.295,-0.631,-0.139,0.229,-0.48,0.293985817,-0.003962939,0.041506369,-0.020926298,,,,2,papillary thyroid,,fusion,T,NA,0
552,AKR1B1,ENSG00000085662,0.51,0.46835443,-0.095,0.617554364,-0.42,0.945533986,0.046,0.688223717,-0.219,0.860295717,-0.1,-0.297,-0.221,-0.169,-0.534,-0.233,-0.123,-0.172,-0.562,-0.229,-0.345,0.221,-1.177,-0.054,0.140026178,-0.027495897,0.093083024,-0.020098809,,,,0,NA,NA,NA,NA,protein-coding,1
553,AKR1D1,ENSG00000122787,0.49,0.446808511,0.107,0.350242816,-0.241,0.750465372,0.28,0.292985677,0.107,0.711332715,-0.054,-0.016,0.25,-0.202,-0.074,0.561,0.107,-0.033,-0.028,-0.057,0.213,0.279,0.077,0,0.814452345,-0.004610209,0.808886225,-0.007339585,,,,0,NA,NA,NA,NA,NA,0
554,AMPH,ENSG00000078053,0.48,0.489795918,-0.458,0.845892893,-0.26,0.48000095,0.098,0.619579946,-0.233,0.58996057,-0.617,-0.138,-0.232,0.029,0.033,-0.094,0.052,-0.544,-0.11,-0.49,-0.605,-0.224,-0.46,-0.526,0.751859333,-0.016442047,0.558792477,-0.003555983,,,,0,NA,NA,NA,NA,NA,0
555,AMZ1,ENSG00000174945,0.51,0.50530504,0.232,0.18343244,0.231,0.134843807,0.456,0.093883809,0.013,0.640799729,0.016,0.2,0.074,-0.614,-0.455,-0.622,-0.111,-0.022,-0.496,0.161,-0.424,0.002,0.137,0.161,0.330749055,-0.007663796,0.009012795,-0.070003678,,,,0,NA,NA,NA,NA,NA,0
556,ANKMY2,ENSG00000106524,0.49,0.515734266,0.085,0.671322098,0.163,0.627506458,0.277,0.405179781,0.103,0.754538989,-0.074,-0.166,0.061,0.041,0.148,-0.005,0.245,-0.119,0.103,0.376,-0.373,-0.028,-0.615,0.151,0.34343845,0.026611153,0.363471295,-0.007649158,,,,0,NA,NA,NA,NA,NA,0
557,ANLN,ENSG00000011426,0.05,0.018813314,-0.964,0.066956789,-0.27,0.986571344,-0.385,0.24268925,-0.275,0.642037542,-1.186,-1.519,-1.669,-0.868,-0.953,-1.256,-1.28,-0.624,-1.823,-1.425,-0.651,-0.988,-2.769,-0.827,0.002038022,-0.021739978,0.000767138,-0.05352848,,,,0,NA,NA,NA,NA,NA,0
558,AP1S1,ENSG00000106367,0.53,0.539240506,0.177,0.421586568,0.228,0.235437782,0.3,0.466389105,0.129,0.897305185,0.376,0.022,-0.037,-0.037,-0.697,-0.897,0.069,0.122,-0.387,0.067,-0.356,0.112,0.291,-0.237,0.607400072,-0.024148463,0.280915977,-0.058290306,,,,0,NA,NA,NA,NA,NA,0
559,ARHGEF35,ENSG00000213214,NA,NA,-0.369,0.900034967,-1.891,0.131086609,-0.887,0.741967323,-0.567,0.747992091,-1.246,-0.947,-2.126,-0.68,-0.69,-0.72,-1.062,-0.881,-1.812,-1.626,-0.924,-1.004,-1.244,-1.743,0.001623615,-0.026355998,0.035254959,-0.042404913,,,,0,NA,NA,NA,NA,NA,0
560,ARMC10,ENSG00000170632,0.54,0.532673267,0.197,0.230216001,0.014,0.61247352,0.37,0.146891504,0.368,0.210622725,0.233,0.198,0.028,0.264,0.068,0.281,0.16,-0.156,-0.024,0.075,0.088,0.074,0.442,-0.033,0.903046342,-0.000708302,0.856370004,-0.007381243,,,,0,NA,NA,NA,NA,protein-coding,1
561,ARPC1B,ENSG00000130429,0.53,0.487906589,-0.134,0.876803929,-0.315,0.987433,-0.028,0.781172891,-0.207,0.841219666,-0.376,-0.109,-0.863,0.138,-0.283,0.046,-0.218,-0.426,-0.189,-0.645,-0.453,-0.127,-0.588,-0.028,0.517134414,-0.020834341,0.1407062,-0.121918318,,,,0,NA,NA,NA,NA,NA,0
562,ASB10,ENSG00000146926,0.35,0.571428571,-0.188,0.779043685,-0.47,0.51277583,-0.019,0.893877506,-0.082,0.647911776,-0.508,-0.268,-0.385,0.102,-0.432,-0.485,0.112,-0.48,-0.725,0.098,-0.776,-0.197,0.05,-0.159,0.260937776,-0.020364019,0.740001068,-0.013181721,,,,0,NA,NA,NA,NA,NA,0
563,ASB4,ENSG00000005981,0.46,0.448275862,0.016,0.490733676,-0.033,0.902602695,0.123,0.810525389,0.098,0.406015014,0.235,0.079,0.308,0.307,0.231,0.206,0.197,-0.226,0.258,-0.17,-0.157,0.122,0.149,0.01,0.250498984,-0.012616436,0.997792539,-0.008044802,,,,0,NA,NA,NA,NA,NA,0
564,ASNS,ENSG00000070669,0.45,0.517766497,-0.328,0.899722381,0.156,0.48000095,0.275,0.170981344,0.09,0.440540809,-0.108,0.283,0.042,0.364,-0.215,-0.029,0.252,0.318,0.23,0.089,-0.332,0.161,-0.062,-0.032,0.273963562,-0.003937423,0.667622975,0.000985604,,,,0,NA,NA,NA,NA,NA,0
565,ASZ1,ENSG00000154438,0.45,0.538461538,0.381,0.013067385,0.413,0.083833376,0.087,0.806222347,0.404,0.020956057,0.063,0.283,0.447,0.243,0.284,0.226,0.331,0.055,0.261,0.171,0.627,0.129,0.073,0.259,0.184006387,0.008573711,0.154714286,-0.010674137,,,,0,NA,NA,NA,NA,NA,0
566,ATP5J2,ENSG00000241468,0.21,0.17954071,-1.022,0.125455551,-1.065,0.375386169,-1.005,0.178200319,-0.635,0.390549598,-1.605,-1.477,-1.522,-1.159,-1.096,-0.687,-0.537,-1.344,-1.253,-1.4,-0.886,-0.546,-1.198,-1.857,0.186926934,-0.016080731,5.30E-05,-0.140934333,,,,0,NA,NA,NA,NA,NA,0
567,ATP6V0E2,ENSG00000171130,0.44,0.423076923,0.164,0.399640472,0.251,0.540707469,0.337,0.398246855,0.294,0.272658364,-0.053,-0.017,-0.143,-0.496,-0.054,-0.171,0.121,0.193,0.095,-0.008,-0.054,-0.215,0.286,-0.4,0.833392436,-0.000158451,0.545164484,-0.048021847,,,,0,NA,NA,NA,NA,NA,0
568,ATP6V1F,ENSG00000128524,0.13,0.032894737,-2.378,0.002701149,-2.912,0.059838801,-2.138,0.00084609,-1.907,0.003682175,-2.611,-3.47,-3.644,-2.659,-2.065,-2.958,-2.501,-2.639,-3.206,-2.88,-2.335,-2.419,-1.808,-3.668,0.95735755,0.001342516,0.08295118,-0.006137663,,,,0,NA,NA,NA,NA,NA,0
569,AUTS2,ENSG00000158321,0.48,0.468948035,0.061,0.846329165,0.086,0.797622678,-0.361,0.711972057,-0.068,0.980526268,-0.083,-0.476,-0.315,0.009,-0.54,-0.413,0.275,-0.25,0.013,-0.419,-0.161,-0.544,-0.172,-0.483,0.876635373,0.001902314,0.453749523,-0.035816367,,,,0,NA,NA,NA,NA,NA,0
