Gene,N_Silent,N_Missense,N_LOF,N_Splicing,N_TotalMut,CDS_length,Average_Polyphen2Score,HiFI_Missense,Benign,Mutations.per.Kb,LOF/Silent*,LOF/Benign*,pvalue_LOF/Benign,qvalue_LOF/Benign,Splicing/Benign*,pvalue_Splicing/Benign,qvalue_Splicing/Benign,MissDamaging/Benign*,pvalue_MissDamaging/Benign,qvalue_MissDamaging/Benign,pvalue_Deletion_GISTIC2,qvalue_Deletion_GISTIC2,TUSON_p_value_TSG,TUSON_q_value_TSG,TSG_Probability_LASSO,Chromosome
MTMR4,17,52,7,1,77,3588,0.5206585,25,36,21.4604,0.406779661,0.192513369,0.256985369,1,0.026737968,0.66715578,1,0.693333333,0.546963364,1,0.999990367,1,1,1,0.117710928,17
MTMR6,6,43,2,1,52,1866,0.4993,23,27,27.8671,0.328358209,0.077464789,0.912992828,1,0.035211268,0.565036652,1,0.842105263,0.27877017,1,3.56E-21,1.71E-20,1,1,0.020866562,13
MTMR7,10,38,5,0,53,1983,0.3338261,14,34,26.7272,0.485981308,0.146892655,0.409901804,1,0,1,1,0.422535211,0.966903061,1,2.34E-46,2.03E-45,1,1,0.311294439,8
MTMR8,10,62,4,2,78,2115,0.3868,18,31,36.8794,0.392523364,0.12962963,0.663632985,1,0.061728395,0.25178564,1,0.584615385,0.770878225,1,1,1,1,1,0.221162227,X
MTMR9,8,17,3,0,28,1650,0.3486429,7,16,16.9697,0.367816092,0.183908046,0.478478894,1,0,1,1,0.457142857,0.893977712,1,5.99E-55,6.09E-54,1,1,0.10597986,8
MTNR1A,19,24,1,0,44,1053,0.4198,12,31,41.7854,0.060913706,0.037037037,0.97153076,1,0,1,1,0.4,0.957055884,1,2.46E-128,1.64E-126,1,1,0.014193532,4
MTNR1B,24,35,4,0,63,1089,0.4995909,19,40,57.8512,0.170040486,0.101449275,0.599804957,1,0,1,1,0.481927711,0.93485577,1,4.47E-08,1.48E-07,1,1,0.02704289,11
MTOR,36,188,6,2,232,7650,0.6873851,138,66,30.3268,0.16893733,0.091988131,0.912866425,1,0,0.527860807,1,2.059259259,1.24E-13,1.65E-10,8.01E-103,2.51E-101,1,1,0.033414198,1
MTPAP,7,36,4,0,47,1749,0.3177857,11,21,26.8725,0.545454545,0.1875,0.512268036,1,0,1,1,0.533333333,0.885056061,1,0.999998764,1,1,1,0.235916214,10
MTPN,0,2,0,1,3,357,0.753,2,1,8.4034,0.285714286,0.083333333,1,1,0.416666667,0.057730378,1,1.2,0.365834001,1,5.19E-07,1.65E-06,1,1,0.103019588,7
MTR,22,60,9,4,95,3798,0.4807955,33,50,25.0132,0.405286344,0.178988327,0.277514555,1,0.077821012,0.07746848,1,0.660194175,0.661488765,1,0.628582404,1,1,1,0.068781365,1
MTRF1,4,13,1,0,18,1338,0.4165714,7,10,13.4529,0.255319149,0.105263158,0.826983822,1,0,1,1,0.695652174,0.584138683,1,1.24E-76,1.99E-75,1,1,0.178968023,13
MTRF1L,4,7,1,0,12,1143,0.5723333,4,6,10.4987,0.255319149,0.162162162,0.64978141,1,0,1,1,0.666666667,0.641425555,1,4.83E-86,1.04E-84,1,1,0.068091372,6
MTRR,9,46,4,2,61,2178,0.5804687,25,23,28.0073,0.432989691,0.172131148,0.441855658,1,0.040983607,0.165679647,1,1.06122449,0.042675471,0.505087244,0.998459982,1,1,1,0.116430164,5
MTSS1,14,46,5,1,66,2268,0.4451562,20,32,29.1005,0.353741497,0.155688623,0.464622697,1,0.02994012,0.625121409,1,0.626865672,0.69142534,1,1,1,1,1,0.050789009,8
MTSS1L,8,18,3,1,30,2244,0.63275,10,13,13.3690,0.367816092,0.222222222,0.297749199,1,0.069444444,0.359802569,1,0.75862069,0.549268131,1,1.96E-08,6.54E-08,1,1,0.26947562,16
MTTP,24,62,4,2,92,2685,0.461075,27,49,34.2644,0.170040486,0.083333333,0.925701778,1,0.03968254,0.442626698,1,0.554455446,0.824984498,1,0.007555708,0.019312134,1,1,0.119667551,4
MTUS1,19,46,6,2,73,3813,0.4354516,19,34,19.1450,0.314720812,0.175141243,0.596312541,1,0.028248588,0.284589941,1,0.563380282,0.814309101,1,1.95E-57,2.09E-56,1,1,0.355074974,8
MTUS2,58,133,7,1,199,1047,0.4427561,60,114,190.0669,0.122657581,0.062391681,0.996095466,1,0,0.846354979,1,0.528138528,0.940251116,1,4.90E-21,2.34E-20,1,1,0.01055345,13
MTX2,3,9,2,1,15,792,0.4411111,3,9,18.9394,0.594594595,0.211538462,0.20711819,1,0.096153846,0.257193063,1,0.380952381,0.926263542,1,0.999784673,1,1,1,0.191941911,2
MTX3,1,14,1,0,16,747,0.4693077,5,8,21.4190,0.705882353,0.127659574,0.719669514,1,0,1,1,0.631578947,0.673001229,1,1.47E-79,2.64E-78,1,1,0.028818922,5
MUC1,11,14,1,0,26,822,0.5601,6,14,31.6302,0.102564103,0.077922078,0.787400014,1,0,1,1,0.451612903,0.891348067,1,0.999970315,1,1,1,0.019062836,1
MUC12,7,20,1,0,28,16008,0.4765333,7,14,1.7491,0.155844156,0.077922078,0.838377802,1,0,1,1,0.516129032,0.82375863,1,0.999970315,1,1,1,0.049272474,7
MUC13,7,25,4,0,36,1536,0.4388,8,20,23.4375,0.545454545,0.196261682,0.382277884,1,0,1,1,0.418604651,0.953871045,1,0.994797703,1,1,1,0.108412417,3
MUC15,17,23,0,2,42,1005,0.4767222,12,24,41.7910,0.011299435,0.007874016,1,1,0.078740157,0.186800083,1,0.509803922,0.890326388,1,0.994118938,1,1,1,0.010135808,11
MUC16,531,1406,86,10,2033,26994,0.3652673,502,1152,75.3130,0.162121497,0.074735564,0.949394841,1,0.006069013,0.875223828,1,0.436064153,0.991052705,1,2.24E-19,1.02E-18,1,1,0.027957873,19
MUC17,154,502,30,2,688,13482,0.31852,170,347,51.0310,0.195216548,0.086681975,0.868336644,1,0.002870264,1,1,0.490674319,0.96220044,1,0.999970315,1,1,1,0.011418171,7
MUC2,61,145,9,0,215,5340,0.3651638,56,119,40.2622,0.14910859,0.07641196,0.969360032,1,0,1,1,0.473029046,0.964939348,1,1.45E-58,1.58E-57,1,1,0.029802201,11
MUC21,18,57,1,0,76,1701,0.2362353,15,56,44.6796,0.064171123,0.020905923,0.999449159,1,0,1,1,0.27826087,0.999935577,1,2.95E-54,2.95E-53,1,1,0.002582401,6
MUC3A,3,17,0,0,20,2631,0.22825,7,12,7.6017,0.054054054,0.014925373,1,1,0,1,1,0.592592593,0.721286777,1,0.999999849,1,1,1,0.113596739,7
MUC4,104,329,7,4,444,3531,0.3342169,99,261,125.7434,0.068767908,0.027439024,0.996957172,1,0.011432927,0.910030521,1,0.380952381,0.998988179,1,0.015602556,0.038952171,1,1,0.000794658,3
MUC5AC,9,66,3,1,79,17154,0.3035,19,46,4.6053,0.329896907,0.067510549,0.958213444,1,0.021097046,0.760003689,1,0.421052632,0.977441336,1,4.24E-58,4.60E-57,1,1,0.154211112,11
MUC5B,131,231,16,4,382,17289,0.3182011,66,235,22.0950,0.123006834,0.068527919,0.893058458,1,0.012690355,0.816349159,1,0.283298097,0.99975108,1,3.95E-56,4.11E-55,1,1,0.034959066,11
MUC7,13,69,6,0,88,1134,0.2150357,14,52,77.6014,0.452554745,0.116104869,0.615727312,1,0,1,1,0.280373832,0.999791978,1,0.999949363,1,1,1,0.033671182,4
MUCL1,3,5,1,0,9,273,0.5346667,3,4,32.9670,0.324324324,0.222222222,0.376681592,1,0,1,1,0.727272727,0.600759883,1,0.999999893,1,1,1,0.132353938,12
MUL1,2,18,1,1,22,1059,0.3864286,6,10,20.7743,0.444444444,0.105263158,0.770882243,1,0.087719298,0.278953046,1,0.608695652,0.699045414,1,6.42E-125,4.03E-123,1,1,0.147088811,1
MUM1,4,25,4,1,34,2136,0.3456842,8,17,15.9176,0.893617021,0.22826087,0.252100723,1,0.054347826,0.41443284,1,0.486486486,0.86823265,1,2.15E-231,1.01E-228,1,1,0.546433376,19
MUM1L1,11,63,6,0,80,1914,0.5047297,21,25,41.7973,0.52991453,0.234848485,0.231043441,1,0,1,1,0.830188679,0.307193602,1,1.73E-12,6.67E-12,1,1,0.181107916,X
MURC,5,19,2,0,26,1095,0.4284167,7,13,23.7443,0.385964912,0.152777778,0.6679672,1,0,1,1,0.551724138,0.77687313,1,0.999991811,1,1,1,0.358323545,9
MUS81,9,20,1,2,32,1656,0.559,10,16,19.3237,0.12371134,0.068965517,0.886786365,1,0.057471264,0.096347071,1,0.628571429,0.672614845,1,0.908243894,1,1,1,0.130304767,11
MUSK,29,74,7,0,110,2610,0.5699286,41,60,42.1456,0.242424242,0.117263844,0.763316738,1,0,1,1,0.682926829,0.584132143,1,0.999999998,1,1,1,0.157160614,9
MUSTN1,1,3,0,0,4,249,0.5346667,2,2,16.0643,0.117647059,0.058823529,1,1,0,1,1,0.857142857,0.541268243,1,8.49E-75,1.28E-73,1,1,0.272767003,3
MUTYH,7,32,3,0,42,1641,0.4766818,12,23,25.5941,0.415584416,0.131147541,0.628944133,1,0,1,1,0.530612245,0.834918183,1,0.959138971,1,1,1,0.049641576,1
MVB12A,5,8,0,0,13,822,0.8251429,6,7,15.8151,0.035087719,0.023809524,1,1,0,1,1,0.823529412,0.453939473,1,1,1,1,1,0.057044184,19
MVD,8,9,0,0,17,1203,0.225,3,13,14.1313,0.022988506,0.013888889,1,1,0,1,1,0.275862069,0.984766077,1,1.87E-36,1.40E-35,1,1,0.086637435,16
MVP,9,45,2,1,57,2682,0.5203448,29,22,21.2528,0.226804124,0.094017094,0.824920694,1,0.042735043,0.495321635,1,1.276595745,0.015804831,0.333769293,1,1,1,1,0.049699955,16
MX1,15,33,0,0,48,1989,0.6331154,23,23,24.1327,0.012738854,0.008196721,1,1,0,1,1,0.979591837,0.104390831,0.745415987,1.31E-15,5.40E-15,1,1,0.007969411,21
MX2,17,39,7,0,63,2148,0.5795926,26,28,29.3296,0.406779661,0.244897959,0.131328244,1,0,1,1,0.915254237,0.10804563,0.745415987,2.70E-15,1.11E-14,1,1,0.31732957,21
MXD1,7,11,3,0,21,666,0.621875,6,9,31.5315,0.415584416,0.307692308,0.261071003,1,0,1,1,0.666666667,0.699045414,1,0.999958601,1,1,1,0.513678023,2
MXD3,1,3,1,0,5,621,0.926,1,1,8.0515,0.705882353,0.5,0.263122997,1,0,1,1,0.8,0.651392418,1,0.186940845,0.415649094,1,1,0.217327535,5
MXD4,2,7,0,0,9,630,0.5385,5,2,14.2857,0.074074074,0.058823529,1,1,0,1,1,1.714285714,0.105814008,0.745415987,0.288675736,0.624094222,1,1,0.166183858,4
MXRA5,88,268,17,0,373,8487,0.5012638,129,197,43.9496,0.193912063,0.086693548,0.939721457,1,0,1,1,0.654911839,0.673686467,1,0.52401858,1,1,1,0.033989958,X
MXRA7,1,6,0,0,7,615,0.8868333,5,1,11.3821,0.117647059,0.083333333,1,1,0,1,1,2.4,0.045548504,0.524342469,0.999999989,1,1,1,0.068511385,17
MYADM,5,23,0,0,28,969,0.4204211,10,14,28.8958,0.035087719,0.012987013,0.732067258,1,0,1,1,0.709677419,0.549268131,1,2.11E-18,9.35E-18,1,1,0.094928213,19
MYBBP1A,22,44,2,1,69,3987,0.4277187,23,38,17.3062,0.0969163,0.055837563,0.909215595,1,0.025380711,0.686371003,1,0.607594937,0.685259087,1,0.999239604,1,1,1,0.039388313,17
MYBL2,21,32,2,1,56,2103,0.6618,21,28,26.6286,0.101382488,0.074829932,0.934036966,1,0.034013605,0.602153585,1,0.745762712,0.540524479,1,0.999999976,1,1,1,0.024251206,20
MYBPC1,26,66,3,2,97,3516,0.49644,38,51,27.5882,0.119850187,0.061068702,0.98048738,1,0.019083969,0.462319672,1,0.742857143,0.360673549,1,0.132298926,0.299577116,1,1,0.039242717,12
MYBPC2,23,44,6,3,76,3423,0.4520741,21,38,22.2027,0.261603376,0.157360406,0.361583832,1,0.050761421,0.12459168,1,0.556962025,0.857921244,1,4.40E-23,2.27E-22,1,1,0.071571799,19
MYBPC3,17,56,4,3,80,3825,0.6041471,32,34,20.9150,0.237288136,0.118644068,0.72461569,1,0.056497175,0.105590964,1,0.929577465,0.18374678,0.886481429,0.999999873,1,1,1,0.156445704,11
MYBPH,7,24,2,0,33,1434,0.5794118,13,15,23.0126,0.285714286,0.134146341,0.612388794,1,0,1,1,0.848484848,0.342560754,1,0.998302897,1,1,1,0.07415452,1
MYBPHL,4,16,2,1,23,1065,0.4863636,10,10,21.5962,0.468085106,0.192982456,0.426018402,1,0.087719298,0.278953046,1,0.956521739,0.273448714,1,7.78E-23,3.97E-22,1,1,0.32904001,1
MYC,18,75,1,1,95,1320,0.6098182,43,41,71.9697,0.064171123,0.028301887,0.996399729,1,0.023584906,0.713134055,1,1.035294118,0.037074959,0.503116046,1,1,1,1,0.001118097,8
MYCBP,0,2,1,0,3,312,0.566,1,1,9.6154,1.714285714,0.5,0.269723971,1,0,1,1,0.8,0.651392418,1,0.990426798,1,1,1,0.355065306,1
MYCBP2,67,200,20,4,291,13926,0.6236528,129,120,20.8962,0.298375185,0.166392092,0.324973662,1,0.041186161,0.518834756,1,1.069958848,0.006965285,0.226298699,8.98E-13,3.49E-12,1,1,0.326077282,13
MYCBPAP,18,46,3,2,69,2844,0.4599643,25,33,24.2616,0.171122995,0.093023256,0.8671913,1,0.058139535,0.273660158,1,0.753623188,0.418234286,1,0.995944234,1,1,1,0.058103224,17
MYCL1,5,15,3,0,23,621,0.4294,5,10,37.0370,0.561403509,0.280701754,0.215863584,1,0,1,1,0.52173913,0.804253372,1,0.994768491,1,1,1,0.258508263,1
MYCT1,7,31,3,0,41,708,0.5069167,13,17,57.9096,0.415584416,0.173913043,0.429494108,1,0,1,1,0.756756757,0.43962139,1,2.31E-27,1.36E-26,1,1,0.206401837,6
MYD88,9,23,1,0,33,930,0.8142778,19,12,35.4839,0.12371134,0.089552239,0.491088455,1,0,1,1,1.481481481,0.017803253,0.342096928,2.29E-36,1.71E-35,1,1,0.043950049,3
MYEOV,8,27,5,0,40,942,0.2439167,5,22,42.4628,0.597701149,0.222222222,0.157076801,1,0,1,1,0.255319149,0.996533153,1,0.999999995,1,1,1,0.028493457,11
MYEOV2,5,15,2,0,22,759,0.2192727,5,14,28.9855,0.385964912,0.142857143,0.665450644,1,0,1,1,0.387096774,0.940855675,1,7.42E-107,2.56E-105,1,1,0.078834873,2
MYF5,16,43,4,1,64,768,0.6396129,28,28,83.3333,0.251497006,0.142857143,0.559993587,1,0.034013605,0.577778584,1,0.983050847,0.10804563,0.745415987,0.691384956,1,1,1,0.093671936,12
MYF6,23,36,1,0,60,729,0.7743684,27,30,82.3045,0.050632911,0.038216561,0.983853356,1,0,1,1,0.888888889,0.197206827,0.897377981,0.818596063,1,1,1,0.02799218,12
MYH1,88,225,12,4,329,5820,0.5520133,128,179,56.5292,0.137542277,0.067627494,0.995622438,1,0.022172949,0.859466042,1,0.71468144,0.494766555,1,0.38427727,0.814653856,1,1,0.035206401,17
MYH10,22,117,4,2,145,5931,0.5968462,74,61,24.4478,0.185022026,0.067307692,0.993047923,1,0.032051282,0.55423984,1,1.2,0.000583098,0.04830361,0.034417661,0.08352958,1,1,0.017828312,17
MYH11,46,128,15,5,194,5817,0.6632347,84,87,33.3505,0.325481799,0.171945701,0.68764709,1,0.067873303,0.041881151,0.941736381,0.960451977,0.043785465,0.51208879,0.909179379,1,1,1,0.172327624,16
MYH13,76,137,15,2,230,5817,0.6443778,96,130,39.5393,0.198174707,0.115677321,0.929913305,1,0.0152207,0.805097356,1,0.737642586,0.36795899,1,0.124514682,0.282773222,1,1,0.041101073,17
MYH14,31,86,7,3,127,4437,0.7278939,64,48,28.6229,0.227129338,0.145748988,0.688994607,1,0.04048583,0.187728021,1,1.313131313,0.000279923,0.030244727,4.36E-27,2.56E-26,1,1,0.339348705,19
MYH15,38,137,16,3,194,5841,0.5335581,74,96,33.2135,0.418604651,0.166324435,0.715557189,1,0.020533881,0.440141077,1,0.769230769,0.274284065,1,0.642148067,1,1,1,0.064022477,3
MYH2,67,235,20,8,330,5826,0.683302,160,147,56.6426,0.298375185,0.136118598,0.874338413,1,0.047169811,0.17191072,1,1.084175084,0.003358476,0.142038436,0.51113914,1,1,1,0.107745582,17
MYH3,56,95,10,4,165,5823,0.6964333,65,86,28.3359,0.17989418,0.116704805,0.847189433,1,0.011441648,0.432630671,1,0.754285714,0.35292566,1,0.454531073,0.950748703,1,1,0.060882117,17
MYH4,89,204,20,6,319,5820,0.5835814,118,164,54.8110,0.225195095,0.122128174,0.886062578,1,0.036275695,0.527860807,1,0.719033233,0.453664556,1,0.342758908,0.732120485,1,1,0.051854093,17
MYH6,56,155,13,2,226,5820,0.7354038,116,91,38.8316,0.232804233,0.142857143,0.819096619,1,0.010822511,0.793156184,1,1.264864865,0.000521288,0.044235679,0.239846559,0.525277743,1,1,0.041546874,14
MYH7,75,167,13,6,261,5808,0.6918522,126,119,44.9380,0.174372523,0.109634551,0.939992064,1,0.033222591,0.202733351,1,1.053941909,0.015428907,0.329352822,0.154798753,0.347242214,1,1,0.024879024,14
MYH7B,34,86,9,4,133,5952,0.5852727,54,55,22.3454,0.265129683,0.163120567,0.626103577,1,0.053191489,0.07746848,1,0.973451327,0.048678141,0.550264339,0.999781391,1,1,1,0.183366116,20
MYH8,67,200,16,5,288,5814,0.5946644,134,137,49.5356,0.23929099,0.117052023,0.863678422,1,0.028901734,0.58775466,1,0.974729242,0.022999567,0.399243342,0.134837361,0.304990864,1,1,0.090625236,17
MYH9,48,131,15,4,198,5883,0.6267356,80,75,33.6563,0.31211499,0.19895288,0.443197298,1,0.052356021,0.19519509,1,1.058823529,0.01602269,0.336458386,0.999999985,1,1,1,0.312804983,22
MYL1,9,26,1,1,37,585,0.568,13,20,63.2479,0.12371134,0.056074766,0.964044479,1,0.093457944,0.134911949,1,0.651162791,0.636559335,1,1.53E-29,9.53E-29,1,1,0.0854051,2
MYL10,5,15,2,0,22,681,0.7902727,12,6,32.3054,0.385964912,0.297297297,0.274256275,1,0,1,1,1.733333333,0.024817073,0.416621939,0.999999995,1,1,1,0.259602664,7
MYL12A,2,6,2,0,10,516,0.4006,3,5,19.3798,0.814814815,0.34375,0.270360189,1,0,1,1,0.615384615,0.704285014,1,0.999999995,1,1,1,0.148838779,18
MYL12B,2,4,0,0,6,519,0.426,1,5,11.5607,0.074074074,0.03125,1,1,0,1,1,0.307692308,0.95763468,1,0.999999995,1,1,1,0.068205747,18
MYL2,3,15,1,0,19,501,0.5187778,8,5,37.9242,0.324324324,0.1875,0.609616319,1,0,1,1,1.384615385,0.11077951,0.745415987,0.014222821,0.03566972,1,1,0.231957736,12
MYL3,5,5,2,0,12,588,0.69975,4,6,20.4082,0.385964912,0.297297297,0.336067611,1,0,1,1,0.666666667,0.641425555,1,3.52E-64,4.29E-63,1,1,0.596006743,3
MYL4,6,8,0,1,15,594,0.585,4,9,25.2525,0.029850746,0.019230769,1,1,0,0.278953046,1,0.476190476,0.889878099,1,0.957691334,1,1,1,0.035897195,17
MYL5,3,4,0,0,7,522,0.4253333,1,5,13.4100,0.054054054,0.03125,1,1,0,1,1,0.307692308,0.95763468,1,1,1,1,1,0.1284813,4
MYL6,1,7,0,3,11,456,0.865,4,3,24.1228,0.117647059,0.045454545,1,1,0.454545455,0.000470411,0.10379247,1.111111111,0.308528991,1,1,1,1,1,0.233758397,12
MYL6B,4,11,0,0,15,627,0.420625,4,9,23.9234,0.042553191,0.019230769,1,1,0,1,1,0.476190476,0.848443538,1,1,1,1,1,0.039233734,12
MYL7,7,8,0,0,15,528,0.6675714,6,9,28.4091,0.025974026,0.019230769,1,1,0,1,1,0.666666667,0.699045414,1,1,1,1,1,0.044302014,7
MYL9,10,9,2,0,21,519,0.3827143,4,15,40.4624,0.205607477,0.134146341,0.69083819,1,0,1,1,0.303030303,0.98114802,1,1,1,1,1,0.134465739,20
MYLIP,14,25,3,0,42,1338,0.5907895,18,19,31.3901,0.217687075,0.156862745,0.602004493,1,0,1,1,0.926829268,0.259822663,1,0.777559429,1,1,1,0.068428407,6
MYLK,50,126,11,1,188,5745,0.5567262,75,87,32.7241,0.220907298,0.126696833,0.718683418,1,0.011312217,0.805097356,1,0.858757062,0.143619689,0.846235986,0.995487519,1,1,1,0.040032006,3
MYLK2,17,36,2,1,56,1791,0.3998182,10,36,31.2674,0.124293785,0.058823529,0.971520912,1,0.026737968,0.676906207,1,0.293333333,0.998701351,1,1,1,1,1,0.036053127,20
MYLK3,22,52,2,0,76,2697,0.312,22,46,28.1795,0.0969163,0.046413502,0.992391835,1,0,1,1,0.484210526,0.961041297,1,0.999714603,1,1,1,0.011017026,16
MYLK4,16,17,3,0,36,1167,0.3223077,3,29,30.8483,0.191616766,0.105263158,0.869602651,1,0,1,1,0.131147541,0.999992192,1,0.004291059,0.011107634,1,1,0.018383031,6
MYLPF,4,7,0,0,11,510,0.443,4,7,21.5686,0.042553191,0.023809524,1,1,0,1,1,0.588235294,0.725889762,1,1,1,1,1,0.034201101,16
MYNN,8,20,1,0,29,1833,0.8778125,19,9,15.8211,0.137931034,0.115384615,0.760348486,1,0,1,1,1.904761905,0.002143611,0.111721096,0.999992813,1,1,1,0.009345397,3
MYO10,48,85,12,1,146,6177,0.5783676,51,70,23.6361,0.250513347,0.170868347,0.473387172,1,0.014005602,0.760003689,1,0.727272727,0.468067755,1,0.9998268,1,1,1,0.028207533,5
MYO15A,63,145,16,5,229,10593,0.3956042,58,121,21.6180,0.254317111,0.132352941,0.56775864,1,0.040849673,0.562797138,1,0.481632653,0.952640907,1,0.843434234,1,1,1,0.172371353,17
MYO16,55,160,11,3,229,5577,0.5704444,90,101,41.0615,0.201077199,0.109375,0.837433863,1,0.029296875,0.518834756,1,0.887804878,0.091450864,0.73286885,0.998460418,1,1,1,0.036385551,13
MYO18A,28,73,3,0,104,6165,0.5398448,43,51,16.8694,0.111498258,0.061068702,0.987746653,1,0,1,1,0.838095238,0.28225318,1,0.999999781,1,1,1,0.011143431,17
MYO18B,82,202,9,4,297,7704,0.5233893,98,150,38.5514,0.111245466,0.060766182,0.993815563,1,0.01321004,0.527860807,1,0.653465347,0.597754903,1,1,1,1,1,0.030782888,22
MYO19,14,35,3,1,53,2913,0.5019394,21,26,18.1943,0.217687075,0.116788321,0.815633833,1,0.03649635,0.565036652,1,0.8,0.336352625,1,0.0132033,0.033179663,1,1,0.0210427,17
MYO1C,15,37,5,1,58,3087,0.6801111,24,24,18.7885,0.331210191,0.204724409,0.283227616,1,0.039370079,0.524456907,1,0.980392157,0.130176878,0.801858501,0.108922596,0.249548039,1,1,0.103020877,17
MYO1D,21,53,8,1,83,3021,0.7233171,38,34,27.4743,0.377880184,0.231638418,0.184649757,1,0.028248588,0.657111102,1,1.098591549,0.027225496,0.420265181,0.351900415,0.749674709,1,1,0.304445351,17
MYO1E,15,50,5,2,72,3327,0.7498857,40,24,21.6411,0.331210191,0.204724409,0.366794436,1,0.039370079,0.176189763,1,1.607843137,0.000412403,0.03812988,0.014708018,0.036837096,1,1,0.364640875,15
MYO1F,35,74,4,3,116,3297,0.6009756,49,57,35.1835,0.117647059,0.071917808,0.938719283,1,0.034246575,0.210337741,1,0.854700855,0.192365638,0.886481429,4.35E-25,2.42E-24,1,1,0.041600834,19
MYO1G,11,38,3,3,55,3057,0.64075,23,22,17.9915,0.273504274,0.136752137,0.626028689,1,0.085470085,0.03955825,0.893571397,1.021276596,0.136540019,0.822515305,0.999998108,1,1,1,0.162184753,7
MYO1H,17,51,7,4,79,3069,0.5252222,31,32,25.7413,0.406779661,0.215568862,0.316452395,1,0.119760479,0.029121587,0.817879874,0.955223881,0.222812494,0.943222638,0.065535885,0.15405799,1,1,0.183448808,12
MYO3A,52,160,18,4,234,4851,0.5648818,101,100,48.2375,0.345351044,0.179487179,0.461434779,1,0.039447732,0.571235608,1,1.004926108,0.025896652,0.420265181,1,1,1,1,0.282752256,10
MYO3B,28,76,6,3,113,3837,0.5374706,43,57,29.4501,0.216027875,0.106164384,0.851159239,1,0.051369863,0.265011635,1,0.752136752,0.362342824,1,0.972443419,1,1,1,0.039536561,2
MYO5A,25,75,8,3,111,5568,0.496463,40,55,19.9353,0.319066148,0.145390071,0.690650008,1,0.053191489,0.241318076,1,0.725663717,0.448526892,1,3.16E-05,9.36E-05,1,1,0.336022306,15
MYO5B,41,106,6,3,156,5547,0.4295075,45,93,28.1233,0.148681055,0.065677966,0.986036008,1,0.031779661,0.64180955,1,0.486772487,0.96220044,1,8.09E-17,3.41E-16,1,1,0.041899653,18
MYO5C,28,70,10,4,112,5229,0.4866809,38,54,21.4190,0.355400697,0.184115523,0.474641052,1,0.072202166,0.09456311,1,0.702702703,0.497430253,1,2.76E-07,8.86E-07,1,1,0.332467574,15
MYO7A,45,84,4,4,137,6648,0.5702222,51,72,20.6077,0.09190372,0.057220708,0.977275319,1,0.040871935,0.210337741,1,0.707482993,0.508886246,1,0.999999915,1,1,1,0.01814932,11
MYO7B,42,96,11,4,153,7083,0.5669583,60,71,21.6010,0.262295082,0.154696133,0.52657812,1,0.027624309,0.233498225,1,0.84137931,0.209039993,0.922946821,0.57912458,1,1,1,0.160458537,2
MYO9A,26,117,11,2,156,7647,0.5515714,60,66,20.4002,0.419475655,0.166172107,0.561951033,1,0.029673591,0.619357983,1,0.903703704,0.08227107,0.688705205,1,1,1,1,0.105323674,15
MYO9B,15,90,3,6,114,6474,0.607971,57,37,17.6089,0.203821656,0.083333333,0.926190417,1,0.130208333,0.001930134,0.240747628,1.506493506,0.000140644,0.018651724,1,1,1,1,0.022670078,19
MYOC,13,35,2,0,50,1515,0.4838,17,25,33.0033,0.160583942,0.083333333,0.900229938,1,0,1,1,0.679245283,0.583439161,1,0.999977481,1,1,1,0.010410509,1
MYOCD,33,102,14,3,152,2817,0.4020161,43,81,53.9581,0.421364985,0.172330097,0.361116897,1,0.024271845,0.440141077,1,0.533333333,0.954209907,1,4.46E-05,0.000131064,1,1,0.077579731,17
MYOD1,14,13,4,0,31,963,0.27125,6,19,32.1911,0.285714286,0.205882353,0.225439222,1,0,1,1,0.341463415,0.983075896,1,0.043421659,0.103943761,1,1,0.15744489,11
MYOF,38,87,14,6,145,6186,0.6444286,57,60,23.4400,0.366925065,0.231270358,0.149523707,1,0.09771987,0.020791278,0.720097705,0.943089431,0.100326227,0.745415987,2.98E-21,1.44E-20,1,1,0.540325857,10
MYOG,10,10,0,0,20,675,0.4403333,5,14,29.6296,0.018691589,0.012987013,1,1,0,1,1,0.387096774,0.940855675,1,0.998261582,1,1,1,0.008298715,1
MYOM1,27,90,5,1,123,5058,0.4883939,45,64,24.3179,0.187725632,0.079510703,0.958417868,1,0.01529052,0.863582881,1,0.702290076,0.526154608,1,0.999999106,1,1,1,0.00688556,18
MYOM2,38,126,17,4,185,4398,0.5088,64,85,42.0646,0.444444444,0.199074074,0.13970788,1,0.046296296,0.385235556,1,0.751445087,0.446066666,1,1.10E-100,3.36E-99,1,1,0.198378897,8
MYOM3,38,84,10,1,133,4314,0.5143889,43,63,30.8299,0.263565891,0.158385093,0.486737777,1,0,0.793156184,1,0.682170543,0.54416475,1,3.87E-108,1.38E-106,1,1,0.226606362,1
MYOT,2,28,3,0,33,1497,0.5953333,19,10,22.0441,1.185185185,0.280701754,0.115276252,1,0,1,1,1.739130435,0.00658583,0.218555479,1.23E-10,4.44E-10,1,1,0.23863791,5
MYOZ1,2,16,1,2,21,900,0.48425,9,9,23.3333,0.444444444,0.115384615,0.767693864,1,0.192307692,0.039593224,0.893571397,0.952380952,0.291455956,1,0.981594711,1,1,1,0.264878644,10
